,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000076479,66.48878968,0.783375326,0.361069209,2.169598812,0.030037251,0.259176173
ENSMUSG00000033102,153.0847048,-0.821282333,0.378630171,-2.169088454,0.030075969,0.259329151
ENSMUSG00000023456,1038.743102,1.069460682,0.493195238,2.168432703,0.03012578,0.2595775
ENSMUSG00000028426,2197.021707,0.290709039,0.134099221,2.167865238,0.030168941,0.2597652
ENSMUSG00000029472,2421.49647,-0.263591562,0.121605611,-2.167593739,0.030189611,0.2597652
ENSMUSG00000018900,431.8947709,-0.36126311,0.166760089,-2.16636434,0.030283357,0.259848025
ENSMUSG00000029062,8989.612233,0.28005085,0.129250569,2.166728171,0.030255587,0.259848025
ENSMUSG00000055148,4199.26174,-0.605618604,0.279554934,-2.166367072,0.030283148,0.259848025
ENSMUSG00000058454,257.2656864,-0.402982362,0.185996488,-2.166612755,0.030264394,0.259848025
ENSMUSG00000000441,1330.433018,0.472039656,0.218100985,2.164316944,0.030440033,0.260267288
ENSMUSG00000022404,366.2165605,-0.342481122,0.158246885,-2.16422031,0.030447445,0.260267288
ENSMUSG00000031497,30.99903584,0.879622581,0.406230479,2.165328864,0.030362509,0.260267288
ENSMUSG00000032777,2448.799953,0.291358986,0.134594281,2.164720405,0.030409103,0.260267288
ENSMUSG00000051855,24.68592025,0.905138855,0.418256717,2.164074881,0.030458603,0.260267288
ENSMUSG00000097415,6868.630533,0.504867084,0.233258141,2.164413567,0.030432624,0.260267288
ENSMUSG00000018451,95.21365655,0.774723345,0.358082994,2.163530127,0.030500429,0.260444577
ENSMUSG00000047181,55.65462202,0.849751311,0.392929202,2.162606662,0.030571445,0.260870704
ENSMUSG00000051146,35.71413758,0.813063186,0.376081629,2.161932736,0.030623361,0.261133369
ENSMUSG00000014867,2930.493969,0.29050295,0.134408695,2.161340465,0.030669049,0.261342602
ENSMUSG00000039759,457.4285182,-0.621369257,0.28768656,-2.159882814,0.030781743,0.26212213
ENSMUSG00000020592,44.84009524,-0.920341121,0.426270392,-2.159054766,0.030845918,0.262487719
ENSMUSG00000029064,4984.517896,0.251282672,0.116454038,2.157784098,0.030944622,0.263146419
ENSMUSG00000110279,68.18070376,-0.703779611,0.326249505,-2.157182161,0.030991474,0.263363584
ENSMUSG00000007817,1864.073234,0.289990265,0.134476216,2.156442781,0.031049107,0.263672005
ENSMUSG00000025758,232.6906795,0.372780595,0.172898128,2.156070741,0.031078142,0.263737308
ENSMUSG00000055799,27.77629922,-1.299886342,0.602979606,-2.155771653,0.0311015,0.263754382
ENSMUSG00000021143,600.1972175,-0.504392977,0.23411594,-2.15445807,0.031204267,0.263901383
ENSMUSG00000044827,379.5013192,-0.561583135,0.260567389,-2.155231844,0.031143696,0.263901383
ENSMUSG00000045231,23.0725796,-1.667277602,0.773868339,-2.154471914,0.031203182,0.263901383
ENSMUSG00000097136,18.30718581,1.17911954,0.547208231,2.154791308,0.031178169,0.263901383
ENSMUSG00000094420,38.93813435,-1.543087928,0.716324826,-2.154173458,0.031226572,0.263909383
ENSMUSG00000025357,7891.52251,-0.530987204,0.246624127,-2.153022132,0.031316939,0.264492208
ENSMUSG00000020366,1607.074282,-0.423659108,0.196913153,-2.151502328,0.031436572,0.264599335
ENSMUSG00000025403,1062.7987,-0.400613241,0.186202762,-2.151489246,0.031437604,0.264599335
ENSMUSG00000033902,1434.771713,0.539896699,0.250895657,2.15187742,0.03140701,0.264599335
ENSMUSG00000053297,65.86555649,0.643277552,0.298957459,2.151736085,0.031418146,0.264599335
ENSMUSG00000066324,950.6380688,0.30292485,0.140794432,2.151539989,0.031433603,0.264599335
ENSMUSG00000069045,2282.591171,-1.598957075,0.74327601,-2.151229225,0.031458111,0.264599335
ENSMUSG00000020108,1273.306425,0.646459776,0.300599633,2.150567418,0.031510359,0.264858503
ENSMUSG00000007891,899.5530856,-0.359220476,0.167061219,-2.150232577,0.031536822,0.264900733
ENSMUSG00000026854,271.5048451,0.363276491,0.168980647,2.149811226,0.03157015,0.265000524
ENSMUSG00000038685,470.1260457,-0.368029803,0.171251939,-2.149054803,0.031630056,0.265323131
ENSMUSG00000080776,210.8802961,-0.593533118,0.276223116,-2.148745287,0.031654597,0.265348844
ENSMUSG00000044408,492.6526312,-0.295761295,0.137677062,-2.148224916,0.031695892,0.265514878
ENSMUSG00000026778,2281.361579,-0.505036062,0.235143222,-2.14778065,0.031731185,0.265630434
ENSMUSG00000027778,2979.433474,-0.379704416,0.176953689,-2.145784126,0.031890206,0.266765976
ENSMUSG00000075700,2835.695801,0.292097861,0.136142136,2.145536049,0.031910012,0.266765976
ENSMUSG00000103378,43.95441434,-1.561628338,0.728064447,-2.144903991,0.031960524,0.267007597
ENSMUSG00000037849,232.1201671,-0.620181842,0.289217101,-2.144347064,0.032005088,0.267199238
ENSMUSG00000028070,292.6289764,-0.359720757,0.167800468,-2.143741089,0.032053638,0.267423869
ENSMUSG00000026875,11630.57688,0.320884013,0.149703321,2.143466231,0.03207568,0.267427193
ENSMUSG00000025650,17.55516127,-1.33237589,0.622237232,-2.14126674,0.032252534,0.268720368
ENSMUSG00000040811,494.3177192,0.299973952,0.140166274,2.140129321,0.032344317,0.269072242
ENSMUSG00000086894,63.60619841,-1.173703999,0.548343249,-2.140454908,0.032318021,0.269072242
ENSMUSG00000108129,3054.21535,0.498358428,0.232884947,2.139934055,0.032360096,0.269072242
ENSMUSG00000060550,18442.08729,0.281160553,0.131418645,2.139426658,0.03240113,0.269232254
ENSMUSG00000053799,406.0736447,-0.396125429,0.185178676,-2.139152501,0.03242332,0.269235576
ENSMUSG00000105606,22.22605089,-2.021595539,0.945279923,-2.138621048,0.032466371,0.269412012
ENSMUSG00000024283,3692.296067,0.291459402,0.136302896,2.138321426,0.032490665,0.269432654
ENSMUSG00000022848,350.3824669,-0.319828743,0.149618971,-2.13762159,0.032547468,0.269461143
ENSMUSG00000047767,1232.099055,-0.32406305,0.151599014,-2.137632962,0.032546544,0.269461143
ENSMUSG00000085030,35.97541728,-0.948968345,0.443967369,-2.137473183,0.032559525,0.269461143
ENSMUSG00000089736,45.60539379,-1.009164239,0.472639653,-2.13516626,0.032747432,0.270834852
ENSMUSG00000038587,136.0108532,0.495538816,0.232225068,2.133873054,0.032853174,0.271527636
ENSMUSG00000020048,2482.913971,0.311362792,0.146066476,2.131651287,0.033035524,0.27285223
ENSMUSG00000039159,2731.481016,-0.311372064,0.146147566,-2.130531983,0.033127718,0.27343092
ENSMUSG00000073421,1169.202558,-1.034301413,0.485580672,-2.130030029,0.033169134,0.273590002
ENSMUSG00000025353,119.4956081,0.468886941,0.220218975,2.129185015,0.033238956,0.273983017
ENSMUSG00000078291,23.92289946,1.031104758,0.484391949,2.128657918,0.033282573,0.274159647
ENSMUSG00000023348,61.21867014,-0.63346063,0.297661222,-2.128126148,0.033326626,0.274198182
ENSMUSG00000090818,40.85336087,-0.795075148,0.373613999,-2.128065732,0.033331634,0.274198182
ENSMUSG00000008734,21.40871085,-1.641835868,0.772429649,-2.125547448,0.033540959,0.274361704
ENSMUSG00000035314,255.0577331,0.559832667,0.263335248,2.125931384,0.033508973,0.274361704
ENSMUSG00000035585,148.2835006,-0.611513076,0.287445691,-2.12740387,0.033386541,0.274361704
ENSMUSG00000043415,303.4859098,-0.46473852,0.218656981,-2.12542274,0.033551354,0.274361704
ENSMUSG00000048799,2900.399646,0.322809272,0.151866208,2.125616205,0.033535229,0.274361704
ENSMUSG00000064339,10319.63885,-0.523302424,0.24620704,-2.125456787,0.033548516,0.274361704
ENSMUSG00000073409,20276.22034,0.347095445,0.163233335,2.126375996,0.033471965,0.274361704
ENSMUSG00000079419,170.5200545,-0.906593189,0.426380184,-2.126255447,0.033481996,0.274361704
ENSMUSG00000100017,24.13730146,-1.233599566,0.58038236,-2.125494589,0.033545365,0.274361704
ENSMUSG00000024480,366.7534675,0.343885212,0.161859834,2.124586457,0.033621135,0.274568898
ENSMUSG00000074277,216.1534593,-0.784153917,0.369083833,-2.124595677,0.033620365,0.274568898
ENSMUSG00000058881,163.1158023,0.449271638,0.211613859,2.123072851,0.033747748,0.275420852
ENSMUSG00000022177,237.1558326,-0.392357526,0.184913849,-2.121839588,0.033851211,0.27608288
ENSMUSG00000003283,20.18711041,-1.733416393,0.81722678,-2.121095925,0.033913731,0.27622812
ENSMUSG00000027536,38.39210451,0.813950657,0.38372322,2.121192083,0.033905641,0.27622812
ENSMUSG00000026447,66.48435001,-0.665638191,0.313947851,-2.12021898,0.033987583,0.276469473
ENSMUSG00000063286,5081.716842,-0.367502094,0.173332655,-2.120212682,0.033988113,0.276469473
ENSMUSG00000100744,29.7174765,-1.282983927,0.605388902,-2.119272295,0.034067462,0.276932603
ENSMUSG00000029544,20.94325208,1.426971005,0.673622723,2.11835343,0.034145147,0.277381613
ENSMUSG00000061540,85.62983654,0.76592658,0.361644806,2.117897362,0.034183761,0.277512846
ENSMUSG00000010064,28.21379781,0.938543389,0.443231584,2.117501153,0.034217338,0.277603035
ENSMUSG00000032714,15.93314554,-1.565841128,0.739857386,-2.116409402,0.034310003,0.278172178
ENSMUSG00000034452,24.51978512,1.235958973,0.584705413,2.113814828,0.034531086,0.279781048
ENSMUSG00000008855,1169.801089,-0.27028106,0.127892596,-2.113344077,0.034571329,0.279787313
ENSMUSG00000044134,194.5434465,-0.388950598,0.184051013,-2.113276056,0.034577147,0.279787313
ENSMUSG00000022270,1782.329072,-0.332598781,0.157459823,-2.112277125,0.034662687,0.280295914
ENSMUSG00000056493,1369.36784,-0.47441769,0.224632404,-2.111973525,0.03468872,0.280322974
ENSMUSG00000005034,1550.062479,-0.314231129,0.148871463,-2.110754621,0.034793408,0.28082518
ENSMUSG00000017386,3732.425583,0.704973598,0.333996621,2.110720747,0.034796322,0.28082518
ENSMUSG00000102600,41.31974907,-1.078897813,0.511345076,-2.109921193,0.034865144,0.281196948
ENSMUSG00000002204,69.12573351,-1.248479223,0.592085006,-2.108614829,0.034977842,0.28166888
ENSMUSG00000045374,477.3546998,-0.679194016,0.322169765,-2.108186703,0.035014843,0.28166888
ENSMUSG00000099757,442.0540316,-0.956272248,0.453550299,-2.108414985,0.034995109,0.28166888
ENSMUSG00000106847,1280.517129,0.31175841,0.147832769,2.108858622,0.034956787,0.28166888
ENSMUSG00000109715,33.42480922,-1.1622363,0.551390382,-2.107828387,0.035045836,0.281734779
ENSMUSG00000004319,1266.642456,0.432768688,0.20542163,2.106733787,0.035140662,0.282129965
ENSMUSG00000067219,137.5215461,-0.962042504,0.456625365,-2.106852966,0.035130327,0.282129965
ENSMUSG00000044328,103.8823305,-0.486989652,0.231201832,-2.106339936,0.035174835,0.282220946
ENSMUSG00000078490,72.39659863,0.713233775,0.338826846,2.105009632,0.03529047,0.282964985
ENSMUSG00000027634,1345.030374,-0.489211288,0.232727072,-2.102081569,0.035546131,0.284562645
ENSMUSG00000029772,2438.592403,0.492827723,0.234551557,2.101148798,0.035627906,0.284562645
ENSMUSG00000038178,1109.473059,-0.522900695,0.24881913,-2.101529311,0.035594528,0.284562645
ENSMUSG00000048997,322.1080962,-0.342193086,0.162844699,-2.101346184,0.035610588,0.284562645
ENSMUSG00000079225,142.9760556,0.520127834,0.247524676,2.101317097,0.03561314,0.284562645
ENSMUSG00000097767,27.74075361,1.257531131,0.598459782,2.101279264,0.035616459,0.284562645
ENSMUSG00000032239,649.9813209,-0.372414948,0.177411826,-2.099155145,0.035803227,0.285778209
ENSMUSG00000025577,211.4632694,-0.837168627,0.399038259,-2.097965818,0.035908165,0.286245991
ENSMUSG00000085148,330.985929,0.559222317,0.266533666,2.098130139,0.035893651,0.286245991
ENSMUSG00000040350,44.91989858,-1.127017401,0.537407412,-2.097137805,0.035981378,0.286459993
ENSMUSG00000073627,39.92903701,-0.916306638,0.436906046,-2.097262435,0.03597035,0.286459993
ENSMUSG00000026027,172.437611,-0.676217281,0.322592594,-2.096195928,0.036064814,0.286939371
ENSMUSG00000090035,194.3484217,-0.68460901,0.326759061,-2.095149273,0.036157725,0.287493469
ENSMUSG00000052525,44.27121065,1.32646146,0.633534197,2.093748792,0.036282364,0.288298964
ENSMUSG00000014599,154.1824843,-0.439713446,0.210233415,-2.091548797,0.036478897,0.289606718
ENSMUSG00000028398,106.3138639,-0.597376078,0.285658132,-2.091227276,0.036507695,0.289606718
ENSMUSG00000029627,254.8316373,-0.388816115,0.185969297,-2.090754347,0.03655009,0.289606718
ENSMUSG00000037300,731.804462,-0.540387068,0.258484477,-2.090597754,0.036564137,0.289606718
ENSMUSG00000064128,153.5911228,-0.435878373,0.208474993,-2.090794522,0.036546487,0.289606718
ENSMUSG00000026836,40.35810486,0.898317656,0.429942506,2.089390193,0.036672613,0.289723025
ENSMUSG00000032115,1812.33917,0.317263215,0.151796486,2.090056382,0.036612735,0.289723025
ENSMUSG00000044712,191.1140508,-0.617973433,0.295761258,-2.08943334,0.036668733,0.289723025
ENSMUSG00000047867,16048.67127,-0.477013539,0.228288817,-2.089517769,0.03666114,0.289723025
ENSMUSG00000032262,48.21709618,0.899166148,0.43057824,2.088275868,0.036772957,0.290330132
ENSMUSG00000025978,27.76177588,-1.228286284,0.588271093,-2.087959614,0.036801478,0.290369771
ENSMUSG00000022897,3205.863544,0.231378373,0.110869118,2.0869506,0.0368926,0.290902979
ENSMUSG00000085826,113.9996656,0.553841116,0.265443519,2.086474432,0.036935669,0.29105684
ENSMUSG00000001473,81.25529649,0.514606505,0.246724872,2.085750422,0.037001236,0.291202088
ENSMUSG00000063953,40.23633265,-0.855401025,0.410087211,-2.085900272,0.036987658,0.291202088
ENSMUSG00000001100,286.6753484,-0.411032374,0.197099466,-2.085405826,0.037032478,0.291240461
ENSMUSG00000058672,1717.826973,-0.714785343,0.342793637,-2.085176812,0.037053254,0.291240461
ENSMUSG00000039202,2731.464437,0.346413774,0.166157768,2.084848503,0.037083054,0.291289396
ENSMUSG00000002910,241.7046542,-0.429364159,0.206164577,-2.082628183,0.037285128,0.292690625
ENSMUSG00000038518,3567.51852,0.57826902,0.277842568,2.081283023,0.037408008,0.293282582
ENSMUSG00000039450,78.51948608,0.757998739,0.364160545,2.08149606,0.037388524,0.293282582
ENSMUSG00000031799,7379.301286,0.613570239,0.294959569,2.080184215,0.037508639,0.293885066
ENSMUSG00000000085,186.0150263,-0.574306972,0.276241735,-2.079001466,0.037617216,0.294100593
ENSMUSG00000002365,587.2856511,0.610957825,0.293968004,2.078314026,0.037680445,0.294100593
ENSMUSG00000003378,734.1481075,0.543261933,0.261306791,2.079019576,0.037615551,0.294100593
ENSMUSG00000021549,1386.896347,-0.279829196,0.134639127,-2.078364603,0.03767579,0.294100593
ENSMUSG00000028944,366.3770558,-0.304129917,0.14635199,-2.078071622,0.037702763,0.294100593
ENSMUSG00000029364,612.9881182,0.29601592,0.142441895,2.078152071,0.037695355,0.294100593
ENSMUSG00000029465,4759.300939,0.630051099,0.303022108,2.079224859,0.037596688,0.294100593
ENSMUSG00000018983,266.15649,-0.401754765,0.193356516,-2.077792739,0.037728453,0.294115308
ENSMUSG00000044788,24.13699448,-2.033179028,0.978766709,-2.077286659,0.03777511,0.294293351
ENSMUSG00000031785,59.25420011,0.811218865,0.390582565,2.076945919,0.037806551,0.294352706
ENSMUSG00000097472,104.4942131,0.760480969,0.36620914,2.076630226,0.037835701,0.294394157
ENSMUSG00000087312,22.14952821,1.004533358,0.483981671,2.075560746,0.037934595,0.294977884
ENSMUSG00000021877,5392.797911,0.649147548,0.312810256,2.075211845,0.037966905,0.295043448
ENSMUSG00000011752,695.7636475,0.487036984,0.23489472,2.073426704,0.038132586,0.296144708
ENSMUSG00000046861,411.8156963,-0.453688009,0.218843754,-2.073113807,0.038161689,0.296184569
ENSMUSG00000015377,388.9811284,-0.341920526,0.165026076,-2.071918168,0.038273073,0.296862583
ENSMUSG00000092517,214.0843981,-0.520412653,0.251254601,-2.071256212,0.038334859,0.297155281
ENSMUSG00000038151,250.8069211,0.61648906,0.297709983,2.070770531,0.038380245,0.297320572
ENSMUSG00000041642,6698.808458,-0.364591184,0.176110155,-2.070245091,0.038429399,0.297514818
ENSMUSG00000036835,488.5387233,-0.40066951,0.19363025,-2.069250595,0.038522577,0.297862931
ENSMUSG00000086290,677.6759812,-0.546418864,0.264053768,-2.069346964,0.03851354,0.297862931
ENSMUSG00000003345,2984.608604,-0.262225198,0.12677057,-2.068502154,0.038592828,0.298219503
ENSMUSG00000055991,187.6151883,0.412462274,0.199717116,2.065232475,0.038901009,0.300413043
ENSMUSG00000021532,276.9157781,0.340887931,0.165305444,2.062170025,0.039191551,0.302078498
ENSMUSG00000043795,161.3691397,-1.097101012,0.532074979,-2.061929342,0.039214464,0.302078498
ENSMUSG00000058756,146.2516792,-0.680923593,0.330178159,-2.062291443,0.039179997,0.302078498
ENSMUSG00000097885,132.6744002,-0.464093411,0.225048171,-2.062195884,0.03918909,0.302078498
ENSMUSG00000023307,883.0845881,0.310214986,0.150630251,2.059446787,0.039451458,0.303241891
ENSMUSG00000037754,8272.039995,0.379851934,0.184439206,2.059496687,0.039446682,0.303241891
ENSMUSG00000044792,889.9945449,0.393608391,0.19115898,2.059063035,0.0394882,0.303241891
ENSMUSG00000049093,36.8137481,1.004353936,0.487624076,2.059688979,0.039428284,0.303241891
ENSMUSG00000096255,29.12311109,-0.962438859,0.467384309,-2.059202331,0.03947486,0.303241891
ENSMUSG00000064341,27711.628,-0.416504252,0.202336117,-2.058477046,0.039544363,0.303484561
ENSMUSG00000029191,507.0142661,-0.324976136,0.157896891,-2.058154111,0.039575342,0.303533785
ENSMUSG00000016520,1586.824371,0.261615221,0.127165907,2.057274842,0.039659796,0.303893361
ENSMUSG00000040495,50.03670343,0.937880263,0.455911546,2.057154008,0.039671414,0.303893361
ENSMUSG00000059363,101.8284856,-0.47137795,0.229178003,-2.056820215,0.039703523,0.303950885
ENSMUSG00000060862,504.5749474,-0.476668789,0.231848289,-2.055951288,0.039787212,0.304214597
ENSMUSG00000084803,57.9491001,0.945231234,0.459724372,2.056082498,0.039774565,0.304214597
ENSMUSG00000045464,31.87365816,-0.875266685,0.425910738,-2.055047235,0.039874443,0.30469302
ENSMUSG00000020850,8718.320952,0.224491991,0.109381701,2.052372454,0.040133479,0.306128064
ENSMUSG00000052566,527.9252228,0.725197067,0.353296483,2.052658608,0.040105699,0.306128064
ENSMUSG00000063236,235.4834366,-0.41871193,0.204016782,-2.052340627,0.04013657,0.306128064
ENSMUSG00000032657,1128.943202,-0.458789732,0.223625992,-2.051593954,0.04020914,0.306429689
ENSMUSG00000045055,160.1732784,-0.600791198,0.292865506,-2.051423559,0.040225717,0.306429689
ENSMUSG00000040857,1056.180997,-0.483479222,0.235818874,-2.050214279,0.040343525,0.307137768
ENSMUSG00000026700,257.3016417,1.026112416,0.500669784,2.049479413,0.040415259,0.307305193
ENSMUSG00000036989,158.3266222,-0.68047769,0.332016622,-2.049528987,0.040410416,0.307305193
ENSMUSG00000037822,640.2444171,-0.510062796,0.248973653,-2.048661735,0.040495203,0.307723698
ENSMUSG00000094568,90.29460678,0.614818327,0.300160664,2.048297467,0.040530861,0.307805359
ENSMUSG00000040703,45.72200741,-0.75963536,0.371022517,-2.047410399,0.040617806,0.308276176
ENSMUSG00000047126,6308.107407,0.280368909,0.137018692,2.0462092,0.040735793,0.308981862
ENSMUSG00000019952,166.1933205,-0.732487271,0.358380062,-2.043883988,0.040965009,0.309013221
ENSMUSG00000027162,1306.323554,0.300963535,0.147174331,2.044945835,0.040860198,0.309013221
ENSMUSG00000028514,2682.974248,-0.266789004,0.130525154,-2.04396621,0.040956885,0.309013221
ENSMUSG00000030149,31.73410877,-1.243579163,0.60816339,-2.044810956,0.040873499,0.309013221
